Timestamp,AGE,CGPA,GENDER,Year of Study,Sleeping Hours,Physical Activity,Stress level,Stress Impact on Academics,Stress Hotspot,Coping with SocialMedia,Social Media Impact on Academics
,23,9.46,Female,4th,,,2,,,,Low
,22,9.73,Male,1st,,,3,,,,High
,20,7.65,Male,1st,,,5,,,,High
,22,4.35,Male,3rd,,,7,,,,Low
,24,9.66,Female,4th,,,2,,,,Low
,24,9.77,Male,3rd,,,3,,,,Low
,24,5.77,Male,4th,,,8,,,,Low
,19,6.61,Female,3rd,,,6,,,,Low
,20,4.86,Male,4th,,,8,,,,Medium
,20,5.75,Female,4th,,,10,,,,Medium
,18,9.34,Male,1st,,,2,,,,Medium
,24,4.86,Female,4th,,,7,,,,High
,24,9.37,Male,2nd,,,3,,,,Medium
,18,8.92,Male,4th,,,3,,,,Low
,23,5.5,Male,1st,,,9,,,,Medium
,20,9.08,Male,1st,,,1,,,,High
,21,9.88,Male,3rd,,,1,,,,Medium
,20,5.71,Male,1st,,,9,,,,Low
,19,6.83,Male,2nd,,,4,,,,Low
,23,4.59,Male,2nd,,,8,,,,Low
,22,7.57,Male,4th,,,6,,,,Low
,21,5.33,Female,3rd,,,8,,,,Medium
,22,4.44,Female,2nd,,,10,,,,High
,20,4.31,Male,1st,,,8,,,,Low
,23,6.29,Male,2nd,,,6,,,,Medium
,19,4.91,Female,3rd,,,10,,,,Low
,21,9.12,Male,3rd,,,2,,,,Medium
,19,7.28,Male,4th,,,5,,,,Low
,18,7.1,Female,4th,,,6,,,,Low
,18,9.1,Female,1st,,,3,,,,Low
,21,6.96,Male,2nd,,,4,,,,Low
,23,9.82,Male,1st,,,1,,,,Low
,22,9.99,Female,1st,,,3,,,,High
,22,5.69,Female,2nd,,,10,,,,Low
,22,7.28,Male,3rd,,,6,,,,Medium
,20,5.48,Female,2nd,,,7,,,,High
,22,7.65,Female,4th,,,6,,,,Medium
,20,8.78,Male,3rd,,,3,,,,Medium
,21,3.93,Female,3rd,,,10,,,,High
,21,4.41,Male,4th,,,7,,,,Medium
,22,4.05,Male,3rd,,,7,,,,High
,20,9.57,Male,1st,,,2,,,,High
,21,6.99,Male,3rd,,,6,,,,Low
,18,9.2,Male,2nd,,,3,,,,High
,19,5.06,Female,1st,,,10,,,,High
,19,6.6,Male,1st,,,6,,,,High
,18,6.95,Male,1st,,,6,,,,Medium
,18,9.38,Male,3rd,,,1,,,,High
,19,4.5,Female,3rd,,,7,,,,High
,18,8.87,Male,2nd,,,3,,,,High
,23,7.75,Male,3rd,,,4,,,,High
,23,6.68,Male,3rd,,,4,,,,Low
,23,7.64,Male,1st,,,5,,,,Low
,21,9.53,Male,3rd,,,1,,,,Medium
,21,3.99,Female,1st,,,9,,,,Medium
,22,4.96,Male,2nd,,,9,,,,Medium
,24,7.01,Female,3rd,,,4,,,,Low
,24,4.94,Male,1st,,,10,,,,Low
,21,9.82,Female,1st,,,1,,,,Medium
,18,7.08,Male,4th,,,6,,,,High
,23,5.72,Female,1st,,,8,,,,Low
,21,5.81,Male,1st,,,9,,,,High
,21,9.94,Female,4th,,,2,,,,High
,19,4.36,Male,2nd,,,7,,,,Low
,23,6.66,Female,1st,,,4,,,,Medium
,18,9.91,Male,1st,,,3,,,,Medium
,19,5.78,Male,4th,,,9,,,,Medium
,18,4.52,Female,3rd,,,9,,,,Low
,21,9.94,Female,2nd,,,3,,,,Medium
,22,5.61,Male,4th,,,7,,,,Medium
,24,6.42,Female,4th,,,5,,,,Medium
,20,7.83,Male,4th,,,6,,,,Low
,24,9.22,Female,1st,,,2,,,,Medium
,20,9.48,Male,4th,,,3,,,,High
,21,5.56,Male,3rd,,,9,,,,Medium
,18,9.34,Female,1st,,,3,,,,High
,22,6.24,Female,4th,,,6,,,,Low
,19,4.58,Female,3rd,,,9,,,,High
,18,9.46,Female,4th,,,1,,,,Low
,19,5.89,Female,3rd,,,9,,,,Medium
,23,5.59,Male,1st,,,10,,,,Medium
,19,5.21,Female,4th,,,7,,,,Medium
,24,9.6,Female,3rd,,,3,,,,Low
,19,5.42,Male,1st,,,10,,,,Medium
,19,8.76,Female,3rd,,,2,,,,Low
,20,5.11,Female,4th,,,8,,,,Low
,18,4.75,Female,4th,,,10,,,,Low
,21,4.16,Male,1st,,,7,,,,Low
,22,7.02,Male,2nd,,,4,,,,Medium
,18,7.84,Female,3rd,,,4,,,,Medium
,18,4.29,Female,3rd,,,8,,,,Medium
,18,6.95,Male,3rd,,,6,,,,Low
,23,7.12,Male,1st,,,6,,,,Low
,21,9.3,Female,3rd,,,2,,,,High
,24,5.79,Male,4th,,,8,,,,Medium
,18,9.93,Female,4th,,,1,,,,Low
,21,4.46,Female,4th,,,9,,,,Medium
,21,8.79,Female,4th,,,1,,,,Low
,24,9.16,Female,4th,,,2,,,,Low
,18,7.75,Female,2nd,,,6,,,,Medium
,18,5.78,Male,2nd,,,9,,,,Medium
,19,9.69,Female,4th,,,3,,,,Low
,21,9.38,Male,1st,,,1,,,,High
,19,4.84,Female,2nd,,,10,,,,Medium
,21,7.08,Male,1st,,,6,,,,Medium
,20,6.71,Female,2nd,,,6,,,,Low
,22,3.91,Female,2nd,,,8,,,,High
,22,9.55,Female,2nd,,,3,,,,Medium
,18,8.98,Male,1st,,,3,,,,High
,20,8.75,Male,1st,,,1,,,,High
,18,5.22,Male,3rd,,,7,,,,Medium
,23,9.25,Male,3rd,,,3,,,,Medium
,20,6.9,Male,4th,,,5,,,,Medium
,24,7.57,Female,3rd,,,5,,,,Medium
,19,5.72,Female,4th,,,7,,,,Low
,18,9.98,Female,4th,,,2,,,,Low
,18,4.89,Male,3rd,,,10,,,,Low
,19,3.98,Male,2nd,,,7,,,,High
,19,5.17,Female,4th,,,7,,,,High
,19,7.81,Male,3rd,,,4,,,,Low
,23,4.6,Female,3rd,,,9,,,,High
,22,7.08,Male,4th,,,5,,,,Medium
,23,5.52,Male,4th,,,8,,,,Medium
,24,9.33,Female,2nd,,,2,,,,High
,20,9.5,Female,3rd,,,2,,,,Medium
,21,9.56,Male,1st,,,2,,,,Medium
,20,9.02,Female,1st,,,1,,,,Medium
,24,5.11,Male,3rd,,,9,,,,High
,24,7.67,Male,2nd,,,6,,,,High
,21,7.05,Male,2nd,,,6,,,,High
,20,9.5,Female,2nd,,,2,,,,Low
,19,6.88,Male,2nd,,,4,,,,Low
,24,4.8,Female,1st,,,7,,,,Medium
,21,9.87,Female,3rd,,,2,,,,Medium
,22,8.82,Female,2nd,,,2,,,,Low
,21,4.03,Male,2nd,,,7,,,,Low
,19,6.59,Female,1st,,,5,,,,Low
,21,7.88,Male,2nd,,,5,,,,Low
,18,7.31,Female,1st,,,6,,,,High
,19,4.66,Female,3rd,,,7,,,,High
,22,8.74,Male,3rd,,,2,,,,Low
,19,4.36,Female,1st,,,8,,,,High
,18,5.71,Male,3rd,,,8,,,,High
,24,4.85,Female,1st,,,7,,,,High
,21,9.3,Male,3rd,,,3,,,,Medium
,22,7.17,Female,1st,,,5,,,,High
,21,8.97,Female,1st,,,1,,,,Medium
,24,8.94,Female,2nd,,,3,,,,Medium
,19,4.31,Female,3rd,,,9,,,,Low
,24,7.41,Male,2nd,,,4,,,,Low
,22,4.81,Female,3rd,,,9,,,,Medium
,19,7.7,Male,3rd,,,4,,,,High
,20,6.54,Male,2nd,,,5,,,,High
,23,4.65,Male,4th,,,7,,,,High
,23,9.72,Male,2nd,,,2,,,,Medium
,18,5.54,Female,3rd,,,8,,,,Low
,18,9.5,Female,3rd,,,3,,,,High
,22,3.99,Male,4th,,,7,,,,Low
,20,6.89,Male,2nd,,,4,,,,High
,19,7.86,Female,3rd,,,4,,,,Medium
